"","Date","Code","Level","Sector","QoQ","YoY"
"1936",2015-06-30,"T",1137,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-1.47313691507799,2.06463195691202
"1937",2015-06-30,"DE",12411,NA,0.526486311355896,3.0985213490613
"1938",2015-06-30,"AB",8587,NA,6.77692116388957,3.82057792286301
"1939",2015-09-30,"TOTAL",456619,NA,0.367735951079908,2.07357665147325
"1940",2015-09-30,"C",46081,"MANUFACTURING",-0.873362445414855,-1.31702929587117
"1941",2015-09-30,"F",27730,"CONSTRUCTION",-0.847427325061673,1.58997655334115
"1942",2015-09-30,"G",46042,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.466963428471672,3.74726785191196
"1943",2015-09-30,"H",19251,"TRANSPORTATION AND STORAGE",0.333559180695261,0.653560598138654
"1944",2015-09-30,"I",13502,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.04018558706878,5.00038883272416
"1945",2015-09-30,"J",27562,"INFORMATION AND COMMUNICATION",0.852574188590879,6.63932523407877
"1946",2015-09-30,"K",30138,"FINANCIAL AND INSURANCE ACTIVITIES",-1.84660478749389,-7.60882893930103
"1947",2015-09-30,"L",65196,"REAL ESTATE ACTIVITIES",1.39189126141117,4.17359069410712
"1948",2015-09-30,"M",33172,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.554730364666995,5.29122361529917
"1949",2015-09-30,"N",23576,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2.3485999565878,6.07396742553765
"1950",2015-09-30,"O",23710,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.56198624391881,-1.92347466390899
"1951",2015-09-30,"P",27437,"EDUCATION",1.0496464348851,1.56209513233389
"1952",2015-09-30,"Q",35191,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1.06547960941987,3.03323085931781
"1953",2015-09-30,"R",7819,"ARTS, ENTERTAINMENT AND RECREATION",2.356329362482,2.62501640635253
"1954",2015-09-30,"S",8895,"OTHER SERVICE ACTIVITIES",1.12551159618009,3.75597807068704
"1955",2015-09-30,"T",1060,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-6.77220756376428,-0.46948356807512
"1956",2015-09-30,"DE",12520,NA,0.878253162517126,2.54730117126709
"1957",2015-09-30,"AB",8434,NA,-1.78176313031327,3.81585425898572
"1958",2015-12-31,"TOTAL",459290,NA,0.584951567937381,2.08168490678426
"1959",2015-12-31,"C",45975,"MANUFACTURING",-0.230029730257584,-1.52926813596351
"1960",2015-12-31,"F",28186,"CONSTRUCTION",1.64442841687702,2.63637025708252
"1961",2015-12-31,"G",46263,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.479996524912039,3.15740183289851
"1962",2015-12-31,"H",19040,"TRANSPORTATION AND STORAGE",-1.09604695859954,-1.70873986887615
"1963",2015-12-31,"I",13762,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.92564064583026,6.03282225132907
"1964",2015-12-31,"J",27854,"INFORMATION AND COMMUNICATION",1.05942964951747,6.67534755467045
"1965",2015-12-31,"K",31483,"FINANCIAL AND INSURANCE ACTIVITIES",4.46280443294181,-4.38545874206578
"1966",2015-12-31,"L",65500,"REAL ESTATE ACTIVITIES",0.466286275231624,4.61587605813767
"1967",2015-12-31,"M",33394,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.669239117327862,4.3432070991126
"1968",2015-12-31,"N",23233,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-1.45486935866982,3.40024033112287
"1969",2015-12-31,"O",23702,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.0337410375368989,-1.50432180851064
"1970",2015-12-31,"P",27485,"EDUCATION",0.174946240478178,1.80760825276882
"1971",2015-12-31,"Q",35352,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.457503338921896,2.89007247009516
"1972",2015-12-31,"R",7778,"ARTS, ENTERTAINMENT AND RECREATION",-0.524363729377157,2.97894876208129
"1973",2015-12-31,"S",8959,"OTHER SERVICE ACTIVITIES",0.719505340078697,2.02710397449037
"1974",2015-12-31,"T",1315,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",24.0566037735849,18.5752930568079
"1975",2015-12-31,"DE",12434,NA,-0.686900958466452,2.82831624214357
"1976",2015-12-31,"AB",8222,NA,-2.51363528574817,0.415241817293605
"1977",2016-03-31,"TOTAL",460435,NA,0.249297829258197,1.93312862655328
"1978",2016-03-31,"C",45878,"MANUFACTURING",-0.210984230560086,-1.56414272534168
"1979",2016-03-31,"F",28387,"CONSTRUCTION",0.713119988646852,2.48754422702
"1980",2016-03-31,"G",46885,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.34448695501806,3.74164712129929
"1981",2016-03-31,"H",18972,"TRANSPORTATION AND STORAGE",-0.357142857142861,-0.908806016922597
"1982",2016-03-31,"I",13660,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-0.741171341374809,2.61418269230769
"1983",2016-03-31,"J",28283,"INFORMATION AND COMMUNICATION",1.54017376319379,5.51389666107069
"1984",2016-03-31,"K",31978,"FINANCIAL AND INSURANCE ACTIVITIES",1.57227710192802,-1.4332829886262
"1985",2016-03-31,"L",65954,"REAL ESTATE ACTIVITIES",0.693129770992357,4.12857796933959
"1986",2016-03-31,"M",33361,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",-0.098820147331864,3.70543069414653
"1987",2016-03-31,"N",23505,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.1707485042827,3.32322299881314
"1988",2016-03-31,"O",23516,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.784743903468069,-1.70950888192267
"1989",2016-03-31,"P",27192,"EDUCATION",-1.06603601964707,0.280277327039386
"1990",2016-03-31,"Q",35346,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-0.0169721656483262,3.86412388704416
"1991",2016-03-31,"R",7703,"ARTS, ENTERTAINMENT AND RECREATION",-0.964258164052453,1.28862590401052
"1992",2016-03-31,"S",8419,"OTHER SERVICE ACTIVITIES",-6.02745842169885,-2.65926696727945
"1993",2016-03-31,"T",1302,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-0.98859315589354,12.8249566724437
"1994",2016-03-31,"DE",12714,NA,2.25188997908958,2.98072250121497
"1995",2016-03-31,"AB",7790,NA,-5.25419605935295,-3.13354886844068
"1996",2016-06-30,"TOTAL",462478,NA,0.443710838663435,1.65558110193298
"1997",2016-06-30,"C",46743,"MANUFACTURING",1.885435284886,0.550691591197534
"1998",2016-06-30,"F",28967,"CONSTRUCTION",2.04318878359813,3.57564272177923
"1999",2016-06-30,"G",47222,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.718779993601373,3.04180850135289
"2000",2016-06-30,"H",18864,"TRANSPORTATION AND STORAGE",-0.569259962049344,-1.68343149007141
"2001",2016-06-30,"I",13597,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-0.46120058565154,1.75110379405822
"2002",2016-06-30,"J",28296,"INFORMATION AND COMMUNICATION",0.0459640066470968,3.53836583848658
"2003",2016-06-30,"K",32047,"FINANCIAL AND INSURANCE ACTIVITIES",0.215773344174124,4.37062367692558
"2004",2016-06-30,"L",66034,"REAL ESTATE ACTIVITIES",0.121296661309401,2.69513693410678
"2005",2016-06-30,"M",33916,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.66361919606726,2.81002758495256
"2006",2016-06-30,"N",23218,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",-1.22101680493512,0.794443238550031
"2007",2016-06-30,"O",23275,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-1.02483415546861,-2.38634457305821
"2008",2016-06-30,"P",26901,"EDUCATION",-1.07016769638129,-0.924425456688269
"2009",2016-06-30,"Q",35250,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-0.271600746902052,1.23492245835726
"2010",2016-06-30,"R",7460,"ARTS, ENTERTAINMENT AND RECREATION",-3.15461508503181,-2.34323864380156
"2011",2016-06-30,"S",8281,"OTHER SERVICE ACTIVITIES",-1.63914954270103,-5.85493406093678
"2012",2016-06-30,"T",1440,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",10.5990783410138,26.6490765171504
"2013",2016-06-30,"DE",13235,NA,4.09784489539091,6.63927161389091
"2014",2016-06-30,"AB",7994,NA,2.61874197689345,-6.90578781879584
"2015",2016-09-30,"TOTAL",463508,NA,0.222713296632477,1.50869762318257
"2016",2016-09-30,"C",46292,"MANUFACTURING",-0.964850351924355,0.457889368720288
"2017",2016-09-30,"F",29163,"CONSTRUCTION",0.676632029550859,5.16768842408943
"2018",2016-09-30,"G",47408,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.393884206513917,2.96685634855132
"2019",2016-09-30,"H",18776,"TRANSPORTATION AND STORAGE",-0.466497031382531,-2.46740429068619
"2020",2016-09-30,"I",13629,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.235346032212973,0.940601392386327
"2021",2016-09-30,"J",29035,"INFORMATION AND COMMUNICATION",2.61167656205825,5.34431463609317
"2022",2016-09-30,"K",33175,"FINANCIAL AND INSURANCE ACTIVITIES",3.5198302493213,10.0769792288805
"2023",2016-09-30,"L",65327,"REAL ESTATE ACTIVITIES",-1.07066056879789,0.200932572550471
"2024",2016-09-30,"M",33950,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.100247670715873,2.34535150126614
"2025",2016-09-30,"N",23351,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0.572831423895252,-0.95436036647439
"2026",2016-09-30,"O",23177,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.421052631578945,-2.24799662589625
"2027",2016-09-30,"P",26778,"EDUCATION",-0.45723207315713,-2.40186609323176
"2028",2016-09-30,"Q",35294,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.124822695035462,0.292688471484183
"2029",2016-09-30,"R",7503,"ARTS, ENTERTAINMENT AND RECREATION",0.576407506702409,-4.04143752398005
"2030",2016-09-30,"S",8238,"OTHER SERVICE ACTIVITIES",-0.519260958821405,-7.38617200674537
"2031",2016-09-30,"T",1449,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",0.625000000000014,36.6981132075472
"2032",2016-09-30,"DE",12998,NA,-1.79070646014355,3.81789137380191
"2033",2016-09-30,"AB",8286,NA,3.65273955466601,-1.7548019919374
"2034",2016-12-31,"TOTAL",466162,NA,0.572589901360928,1.49622243027281
"2035",2016-12-31,"C",46736,"MANUFACTURING",0.959129007171853,1.65524741707451
"2036",2016-12-31,"F",29588,"CONSTRUCTION",1.45732606384803,4.97410061732775
"2037",2016-12-31,"G",48305,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.89208572392845,4.41389447290493
"2038",2016-12-31,"H",18763,"TRANSPORTATION AND STORAGE",-0.0692373242437156,-1.4548319327731
"2039",2016-12-31,"I",13717,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.645682001614205,-0.326987356488885
"2040",2016-12-31,"J",29422,"INFORMATION AND COMMUNICATION",1.33287411744448,5.62935305521648
"2041",2016-12-31,"K",32882,"FINANCIAL AND INSURANCE ACTIVITIES",-0.883195177091181,4.44366801130769
"2042",2016-12-31,"L",65009,"REAL ESTATE ACTIVITIES",-0.486781881917125,-0.749618320610693
"2043",2016-12-31,"M",34437,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.43446244477173,3.12331556567047
"2044",2016-12-31,"N",23608,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.10059526358614,1.61408341583093
"2045",2016-12-31,"O",23215,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.163955645683217,-2.0546789300481
"2046",2016-12-31,"P",26862,"EDUCATION",0.313690342818745,-2.26669092232127
"2047",2016-12-31,"Q",35486,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.544001813339378,0.379045032812854
"2048",2016-12-31,"R",7556,"ARTS, ENTERTAINMENT AND RECREATION",0.706384113021457,-2.85420416559526
"2049",2016-12-31,"S",8146,"OTHER SERVICE ACTIVITIES",-1.11677591648458,-9.07467351266882
"2050",2016-12-31,"T",1358,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-6.28019323671496,3.26996197718631
"2051",2016-12-31,"DE",13165,NA,1.28481304816125,5.87904133826605
"2052",2016-12-31,"AB",7990,NA,-3.57229061066859,-2.82169788372659
"2053",2017-03-31,"TOTAL",468382,NA,0.476229293679026,1.72597652220183
"2054",2017-03-31,"C",47143,"MANUFACTURING",0.870849024306736,2.75731287327258
"2055",2017-03-31,"F",30537,"CONSTRUCTION",3.20738137082601,7.57388945644134
"2056",2017-03-31,"G",47790,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",-1.06614222130214,1.93025487895915
"2057",2017-03-31,"H",19120,"TRANSPORTATION AND STORAGE",1.90268080797313,0.780096985030568
"2058",2017-03-31,"I",13895,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.29765983815705,1.72035139092239
"2059",2017-03-31,"J",29225,"INFORMATION AND COMMUNICATION",-0.669566990687244,3.33062263550543
"2060",2017-03-31,"K",32804,"FINANCIAL AND INSURANCE ACTIVITIES",-0.237211848427705,2.58302583025831
"2061",2017-03-31,"L",65199,"REAL ESTATE ACTIVITIES",0.292267224538151,-1.14473724110744
"2062",2017-03-31,"M",34660,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.647559311205967,3.89376817241688
"2063",2017-03-31,"N",23968,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.52490681125042,1.9697936609232
"2064",2017-03-31,"O",23197,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.0775360758130574,-1.3565232182344
"2065",2017-03-31,"P",27094,"EDUCATION",0.86367359094632,-0.360400117681664
"2066",2017-03-31,"Q",35527,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.115538522234118,0.512080574888245
"2067",2017-03-31,"R",7565,"ARTS, ENTERTAINMENT AND RECREATION",0.119110640550545,-1.79150980137609
"2068",2017-03-31,"S",8175,"OTHER SERVICE ACTIVITIES",0.356002946231285,-2.89820643781921
"2069",2017-03-31,"T",1368,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",0.736377025036816,5.06912442396312
"2070",2017-03-31,"DE",13075,NA,-0.683630839346748,2.8393896492056
"2071",2017-03-31,"AB",8175,NA,2.31539424280352,4.94223363286264
"2072",2017-06-30,"TOTAL",470186,NA,0.385155706239786,1.66667387421673
"2073",2017-06-30,"C",47174,"MANUFACTURING",0.0657573764927974,0.922063196628372
"2074",2017-06-30,"F",30705,"CONSTRUCTION",0.550152274290213,5.99993095591536
"2075",2017-06-30,"G",48256,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.975099393178482,2.18965736309346
"2076",2017-06-30,"H",18915,"TRANSPORTATION AND STORAGE",-1.07217573221757,0.27035623409671
"2077",2017-06-30,"I",13888,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-0.0503778337531458,2.14017798043686
"2078",2017-06-30,"J",30001,"INFORMATION AND COMMUNICATION",2.65526090675792,6.02558665535764
"2079",2017-06-30,"K",32829,"FINANCIAL AND INSURANCE ACTIVITIES",0.0762102182660698,2.44016600617843
"2080",2017-06-30,"L",65156,"REAL ESTATE ACTIVITIES",-0.0659519317781019,-1.32961807553684
"2081",2017-06-30,"M",34798,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.398153491055965,2.60054251680624
"2082",2017-06-30,"N",24002,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0.141855807743667,3.37669049875097
"2083",2017-06-30,"O",23321,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.534551881708836,0.197636949516649
"2084",2017-06-30,"P",27023,"EDUCATION",-0.262050638517749,0.453514739229036
"2085",2017-06-30,"Q",35718,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.537619275480623,1.32765957446807
"2086",2017-06-30,"R",7803,"ARTS, ENTERTAINMENT AND RECREATION",3.14606741573033,4.59785522788204
"2087",2017-06-30,"S",8262,"OTHER SERVICE ACTIVITIES",1.06422018348624,-0.229440888781554
"2088",2017-06-30,"T",1376,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",0.584795321637415,-4.44444444444444
"2089",2017-06-30,"DE",12826,NA,-1.90439770554494,-3.09029089535323
"2090",2017-06-30,"AB",8268,NA,1.13761467889908,3.42757067800849
"2091",2017-09-30,"TOTAL",472346,NA,0.459392665881154,1.90676320581306
"2092",2017-09-30,"C",47508,"MANUFACTURING",0.708017128079021,2.62680376738962
"2093",2017-09-30,"F",30812,"CONSTRUCTION",0.348477446669932,5.65442512773033
"2094",2017-09-30,"G",48706,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.932526525198924,2.73793452581843
"2095",2017-09-30,"H",18998,"TRANSPORTATION AND STORAGE",0.438805181073221,1.18236046016192
"2096",2017-09-30,"I",13932,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.31682027649768,2.22320052828529
"2097",2017-09-30,"J",30203,"INFORMATION AND COMMUNICATION",0.673310889637008,4.02273118649904
"2098",2017-09-30,"K",32568,"FINANCIAL AND INSURANCE ACTIVITIES",-0.795028785525005,-1.82969103240393
"2099",2017-09-30,"L",64756,"REAL ESTATE ACTIVITIES",-0.613911228436365,-0.874064322561878
"2100",2017-09-30,"M",35427,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.80757514799701,4.35051546391752
"2101",2017-09-30,"N",24444,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.84151320723274,4.68074172412317
"2102",2017-09-30,"O",23314,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.0300158655289238,0.591103248910557
"2103",2017-09-30,"P",27089,"EDUCATION",0.244236391222287,1.16140115019792
"2104",2017-09-30,"Q",35766,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.134386023853523,1.33733779112598
"2105",2017-09-30,"R",7836,"ARTS, ENTERTAINMENT AND RECREATION",0.42291426374473,4.43822471011595
"2106",2017-09-30,"S",8292,"OTHER SERVICE ACTIVITIES",0.363108206245457,0.655498907501823
"2107",2017-09-30,"T",1412,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",2.61627906976744,-2.55348516218081
"2108",2017-09-30,"DE",13068,NA,1.88679245283019,0.53854439144483
"2109",2017-09-30,"AB",8352,NA,1.01596516690856,0.796524257784199
"2110",2017-12-31,"TOTAL",474003,NA,0.350802166208666,1.6820332845663
"2111",2017-12-31,"C",48142,"MANUFACTURING",1.33451208217564,3.0083875385142
"2112",2017-12-31,"F",31112,"CONSTRUCTION",0.973646631182646,5.15073678518318
"2113",2017-12-31,"G",48706,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0,0.83014180726633
"2114",2017-12-31,"H",19077,"TRANSPORTATION AND STORAGE",0.415833245604787,1.67350636891754
"2115",2017-12-31,"I",13759,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",-1.24174562159058,0.306189400014588
"2116",2017-12-31,"J",30624,"INFORMATION AND COMMUNICATION",1.39390126808595,4.08537828835564
"2117",2017-12-31,"K",32212,"FINANCIAL AND INSURANCE ACTIVITIES",-1.09309751903709,-2.03758895444317
"2118",2017-12-31,"L",64670,"REAL ESTATE ACTIVITIES",-0.132806226450057,-0.52146625851806
"2119",2017-12-31,"M",35702,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.776244107601556,3.67337456805181
"2120",2017-12-31,"N",24843,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1.63230240549828,5.23127753303964
"2121",2017-12-31,"O",23387,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",0.313116582311054,0.740900279991379
"2122",2017-12-31,"P",27076,"EDUCATION",-0.0479899590239512,0.796664433028056
"2123",2017-12-31,"Q",35851,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.237655874294035,1.02857464915742
"2124",2017-12-31,"R",7815,"ARTS, ENTERTAINMENT AND RECREATION",-0.267993874425727,3.42773954473266
"2125",2017-12-31,"S",8399,"OTHER SERVICE ACTIVITIES",1.29040038591413,3.10581880677634
"2126",2017-12-31,"T",1381,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",-2.19546742209631,1.69366715758468
"2127",2017-12-31,"DE",13123,NA,0.420875420875404,-0.319027725028491
"2128",2017-12-31,"AB",8159,NA,-2.31082375478927,2.11514392991239
"2129",2018-03-31,"TOTAL",474384,NA,0.0803792381060902,1.28143267674676
"2130",2018-03-31,"C",48219,"MANUFACTURING",0.159943500477738,2.28241732600812
"2131",2018-03-31,"F",30393,"CONSTRUCTION",-2.31100539984573,-0.471559092248754
"2132",2018-03-31,"G",48821,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0.236110540795792,2.1573550952082
"2133",2018-03-31,"H",19028,"TRANSPORTATION AND STORAGE",-0.256853803008866,-0.48117154811716
"2134",2018-03-31,"I",13839,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.58143760447706,-0.403022670025194
"2135",2018-03-31,"J",30552,"INFORMATION AND COMMUNICATION",-0.23510971786834,4.54063301967493
"2136",2018-03-31,"K",32532,"FINANCIAL AND INSURANCE ACTIVITIES",0.993418601763324,-0.829167174734792
"2137",2018-03-31,"L",64669,"REAL ESTATE ACTIVITIES",-0.00154631204577527,-0.8128959033114
"2138",2018-03-31,"M",36173,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1.31925382331521,4.36526255049048
"2139",2018-03-31,"N",24937,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0.378376202552033,4.04289052069427
"2140",2018-03-31,"O",23353,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.145379911916876,0.672500754407906
"2141",2018-03-31,"P",27059,"EDUCATION",-0.0627862313487952,-0.129179892227057
"2142",2018-03-31,"Q",36031,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",0.502078045242797,1.41863934472373
"2143",2018-03-31,"R",7656,"ARTS, ENTERTAINMENT AND RECREATION",-2.03454894433781,1.20290812954396
"2144",2018-03-31,"S",8486,"OTHER SERVICE ACTIVITIES",1.03583759971426,3.80428134556574
"2145",2018-03-31,"T",1387,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",0.434467776973207,1.38888888888889
"2146",2018-03-31,"DE",13100,NA,-0.175264802255583,0.191204588910125
"2147",2018-03-31,"AB",8179,NA,0.245128079421491,0.0489296636085612
"2148",2018-06-30,"TOTAL",476012,NA,0.343181894836249,1.23908410714057
"2149",2018-06-30,"C",48193,"MANUFACTURING",-0.05392065368423,2.16008818416924
"2150",2018-06-30,"F",30775,"CONSTRUCTION",1.25686835784555,0.22797589969062
"2151",2018-06-30,"G",49774,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.95202884004834,3.14572281167109
"2152",2018-06-30,"H",19165,"TRANSPORTATION AND STORAGE",0.719991591339081,1.32170235263018
"2153",2018-06-30,"I",14009,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1.22841245754751,0.871255760368655
"2154",2018-06-30,"J",31038,"INFORMATION AND COMMUNICATION",1.59073055773761,3.45655144828505
"2155",2018-06-30,"K",32375,"FINANCIAL AND INSURANCE ACTIVITIES",-0.482601745973199,-1.38292363459136
"2156",2018-06-30,"L",64195,"REAL ESTATE ACTIVITIES",-0.732963243594298,-1.47492172631839
"2157",2018-06-30,"M",36443,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0.746413070522209,4.72728317719408
"2158",2018-06-30,"N",25092,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",0.621566347194928,4.54128822598116
"2159",2018-06-30,"O",23314,"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",-0.167002098231492,-0.0300158655289238
"2160",2018-06-30,"P",27057,"EDUCATION",-0.00739125614398972,0.125818746993318
"2161",2018-06-30,"Q",35754,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",-0.768782437345621,0.100789517890149
"2162",2018-06-30,"R",7693,"ARTS, ENTERTAINMENT AND RECREATION",0.483281086729363,-1.40971421248238
"2163",2018-06-30,"S",8593,"OTHER SERVICE ACTIVITIES",1.26090030638699,4.00629387557491
"2164",2018-06-30,"T",1416,"ACTIVITIES OF HH AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-ACTIVITIES OF HH FOR OWN USE",2.09084354722422,2.90697674418605
"2165",2018-06-30,"DE",12743,NA,-2.72519083969466,-0.647123031342588
"2166",2018-06-30,"AB",8388,NA,2.55532461181073,1.45137880986938
"2167",2018-09-30,"TOTAL",479194,NA,0.668470542759422,1.4497846917302
"2168",2018-09-30,"C",48131,"MANUFACTURING",-0.128649388915406,1.31135808705902
"2169",2018-09-30,"F",31064,"CONSTRUCTION",0.939073923639327,0.817863170193434
"2170",2018-09-30,"G",50433,"WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1.32398440953108,3.54576438221163
"2171",2018-09-30,"H",19385,"TRANSPORTATION AND STORAGE",1.14792590660058,2.03705653226656
"2172",2018-09-30,"I",14107,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",0.699550289099875,1.2561010623026
"2173",2018-09-30,"J",31629,"INFORMATION AND COMMUNICATION",1.90411753334622,4.72138529285171
"2174",2018-09-30,"K",32275,"FINANCIAL AND INSURANCE ACTIVITIES",-0.308880308880305,-0.899656104151319
"2175",2018-09-30,"L",64387,"REAL ESTATE ACTIVITIES",0.299088714074315,-0.569831366977581
